,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
60344,60345,2023-10-26,São Paulo,"Monitor 27""",1200.0,3,Cliente_19647,3600.0,Presencial,Sudeste
60356,60357,2023-03-31,São Paulo,Notebook Dell,3500.0,2,Cliente_19955,7000.0,Presencial,Sudeste
60373,60374,2024-06-04,São Paulo,Notebook Dell,3500.0,1,Cliente_4150,3500.0,Presencial,Sudeste
60376,60377,2023-04-04,São Paulo,Mouse Gamer,120.0,1,Cliente_2112,120.0,Presencial,Sudeste
60384,60385,2023-04-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14877,2200.0,Presencial,Sudeste
60411,60412,2023-08-07,São Paulo,Mouse Gamer,120.0,1,Cliente_22671,120.0,Presencial,Sudeste
60420,60421,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_15936,40.0,Presencial,Sudeste
60437,60438,2023-04-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_13191,250.0,Presencial,Sudeste
60438,60439,2023-12-08,São Paulo,iPhone 14,5500.0,1,Cliente_23574,5500.0,Presencial,Sudeste
60439,60440,2023-12-23,São Paulo,"Monitor 27""",1200.0,2,Cliente_5529,2400.0,Presencial,Sudeste
60440,60441,2024-11-08,São Paulo,Smartphone Samsung,2200.0,2,Cliente_7812,4400.0,Presencial,Sudeste
60443,60444,2024-10-31,São Paulo,Notebook Dell,3500.0,1,Cliente_1253,3500.0,Presencial,Sudeste
60450,60451,2023-12-18,São Paulo,"Monitor 27""",1200.0,1,Cliente_5702,1200.0,Presencial,Sudeste
60451,60452,2024-02-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_5047,1200.0,Presencial,Sudeste
60452,60453,2024-01-14,São Paulo,Notebook Dell,3500.0,1,Cliente_2586,3500.0,Presencial,Sudeste
60456,60457,2023-08-24,São Paulo,Notebook Dell,3500.0,2,Cliente_29892,7000.0,Presencial,Sudeste
60458,60459,2023-09-08,São Paulo,Smartphone Samsung,2200.0,3,Cliente_16046,6600.0,Presencial,Sudeste
60461,60462,2024-03-15,São Paulo,Notebook HP,3200.0,2,Cliente_28009,6400.0,Presencial,Sudeste
60469,60470,2024-08-19,São Paulo,Mouse Gamer,120.0,1,Cliente_22786,120.0,Presencial,Sudeste
60484,60485,2023-05-04,São Paulo,Mouse Gamer,120.0,1,Cliente_22253,120.0,Presencial,Sudeste
60493,60494,2024-01-27,São Paulo,"Monitor 27""",1200.0,5,Cliente_22732,6000.0,Presencial,Sudeste
60494,60495,2024-06-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_27032,1200.0,Presencial,Sudeste
60496,60497,2024-09-04,São Paulo,Smartphone Samsung,2200.0,2,Cliente_12455,4400.0,Presencial,Sudeste
60503,60504,2024-12-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_17429,1200.0,Presencial,Sudeste
60514,60515,2023-03-21,São Paulo,Cabo HDMI,40.0,1,Cliente_17802,40.0,Presencial,Sudeste
60537,60538,2023-04-23,São Paulo,Mouse Gamer,120.0,1,Cliente_15474,120.0,Presencial,Sudeste
60538,60539,2023-11-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7258,2200.0,Presencial,Sudeste
60542,60543,2023-09-03,São Paulo,Notebook HP,3200.0,1,Cliente_1385,3200.0,Presencial,Sudeste
60557,60558,2023-08-25,São Paulo,iPhone 14,5500.0,1,Cliente_22421,5500.0,Presencial,Sudeste
60560,60561,2024-05-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_20811,1200.0,Presencial,Sudeste
60583,60584,2024-05-13,São Paulo,Notebook Dell,3500.0,1,Cliente_17417,3500.0,Presencial,Sudeste
60596,60597,2024-09-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3671,2200.0,Presencial,Sudeste
60600,60601,2023-08-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_5642,500.0,Presencial,Sudeste
60603,60604,2023-06-13,São Paulo,"Monitor 27""",1200.0,3,Cliente_19651,3600.0,Presencial,Sudeste
60604,60605,2024-05-21,São Paulo,Notebook Dell,3500.0,1,Cliente_21493,3500.0,Presencial,Sudeste
60622,60623,2023-11-16,São Paulo,iPhone 14,5500.0,1,Cliente_16529,5500.0,Presencial,Sudeste
60632,60633,2023-11-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_19870,1200.0,Presencial,Sudeste
60639,60640,2024-12-30,São Paulo,iPhone 14,5500.0,1,Cliente_13172,5500.0,Presencial,Sudeste
60640,60641,2023-09-15,São Paulo,Notebook Dell,3500.0,1,Cliente_3450,3500.0,Presencial,Sudeste
60644,60645,2023-03-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_5069,250.0,Presencial,Sudeste
60657,60658,2024-02-01,São Paulo,Cabo HDMI,40.0,2,Cliente_10681,80.0,Presencial,Sudeste
60659,60660,2024-10-22,São Paulo,Notebook Dell,3500.0,1,Cliente_23900,3500.0,Presencial,Sudeste
60670,60671,2023-07-18,São Paulo,Mouse Gamer,120.0,2,Cliente_6941,240.0,Presencial,Sudeste
60674,60675,2024-01-29,São Paulo,Smartphone Samsung,2200.0,2,Cliente_29618,4400.0,Presencial,Sudeste
60676,60677,2023-02-21,São Paulo,Mouse Gamer,120.0,1,Cliente_26899,120.0,Presencial,Sudeste
60684,60685,2024-03-29,São Paulo,iPhone 14,5500.0,2,Cliente_24173,11000.0,Presencial,Sudeste
60685,60686,2024-07-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15746,2200.0,Presencial,Sudeste
60695,60696,2023-07-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_25728,250.0,Presencial,Sudeste
60699,60700,2024-12-23,São Paulo,Teclado Mecânico,250.0,2,Cliente_4429,500.0,Presencial,Sudeste
60713,60714,2024-01-26,São Paulo,iPhone 14,5500.0,1,Cliente_17145,5500.0,Presencial,Sudeste
60719,60720,2023-12-25,São Paulo,Teclado Mecânico,250.0,2,Cliente_26109,500.0,Presencial,Sudeste
60723,60724,2024-05-26,São Paulo,Cabo HDMI,40.0,1,Cliente_11287,40.0,Presencial,Sudeste
60737,60738,2023-12-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_28523,1200.0,Presencial,Sudeste
60738,60739,2024-12-09,São Paulo,iPhone 14,5500.0,1,Cliente_2758,5500.0,Presencial,Sudeste
60755,60756,2024-12-18,São Paulo,Cabo HDMI,40.0,2,Cliente_17695,80.0,Presencial,Sudeste
60789,60790,2024-07-01,São Paulo,Notebook Dell,3500.0,2,Cliente_23188,7000.0,Presencial,Sudeste
60790,60791,2024-06-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11702,2200.0,Presencial,Sudeste
60801,60802,2023-07-06,São Paulo,Mouse Gamer,120.0,1,Cliente_7686,120.0,Presencial,Sudeste
60804,60805,2023-04-29,São Paulo,Teclado Mecânico,250.0,1,Cliente_5173,250.0,Presencial,Sudeste
60816,60817,2023-05-23,São Paulo,iPhone 14,5500.0,1,Cliente_18244,5500.0,Presencial,Sudeste
60817,60818,2024-05-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_7982,250.0,Presencial,Sudeste
60822,60823,2023-01-24,São Paulo,"Monitor 27""",1200.0,2,Cliente_8947,2400.0,Presencial,Sudeste
60826,60827,2023-04-29,São Paulo,Cabo HDMI,40.0,1,Cliente_23872,40.0,Presencial,Sudeste
60835,60836,2023-02-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_5825,1200.0,Presencial,Sudeste
60844,60845,2024-01-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_1334,250.0,Presencial,Sudeste
60850,60851,2023-04-04,São Paulo,Notebook HP,3200.0,1,Cliente_15408,3200.0,Presencial,Sudeste
60855,60856,2024-02-11,São Paulo,Notebook Dell,3500.0,2,Cliente_11714,7000.0,Presencial,Sudeste
60869,60870,2023-06-06,São Paulo,Notebook Dell,3500.0,1,Cliente_13855,3500.0,Presencial,Sudeste
60875,60876,2024-11-23,São Paulo,Cabo HDMI,40.0,2,Cliente_16660,80.0,Presencial,Sudeste
60880,60881,2023-09-01,São Paulo,"Monitor 27""",1200.0,1,Cliente_10697,1200.0,Presencial,Sudeste
60883,60884,2024-07-01,São Paulo,Cabo HDMI,40.0,3,Cliente_25168,120.0,Presencial,Sudeste
60900,60901,2023-02-23,São Paulo,Notebook Dell,3500.0,1,Cliente_11145,3500.0,Presencial,Sudeste
60901,60902,2024-09-28,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10070,2200.0,Presencial,Sudeste
60906,60907,2024-06-26,São Paulo,Notebook HP,3200.0,2,Cliente_29015,6400.0,Presencial,Sudeste
60907,60908,2023-05-29,São Paulo,"Monitor 27""",1200.0,2,Cliente_27655,2400.0,Presencial,Sudeste
60912,60913,2023-04-13,São Paulo,Notebook Dell,3500.0,1,Cliente_25973,3500.0,Presencial,Sudeste
60915,60916,2024-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_23271,40.0,Presencial,Sudeste
60924,60925,2024-12-21,São Paulo,iPhone 14,5500.0,1,Cliente_24963,5500.0,Presencial,Sudeste
60931,60932,2024-08-09,São Paulo,Notebook HP,3200.0,1,Cliente_11963,3200.0,Presencial,Sudeste
60936,60937,2024-07-31,São Paulo,Notebook Dell,3500.0,1,Cliente_6316,3500.0,Presencial,Sudeste
60945,60946,2023-07-11,São Paulo,iPhone 14,5500.0,1,Cliente_21062,5500.0,Presencial,Sudeste
60955,60956,2024-08-04,São Paulo,Notebook Dell,3500.0,1,Cliente_17951,3500.0,Presencial,Sudeste
60958,60959,2023-08-11,São Paulo,iPhone 14,5500.0,1,Cliente_26560,5500.0,Presencial,Sudeste
60964,60965,2023-04-27,São Paulo,iPhone 14,5500.0,1,Cliente_7303,5500.0,Presencial,Sudeste
60994,60995,2024-04-14,São Paulo,Cabo HDMI,40.0,1,Cliente_26363,40.0,Presencial,Sudeste
61012,61013,2023-09-04,São Paulo,Cabo HDMI,40.0,1,Cliente_28155,40.0,Presencial,Sudeste
61017,61018,2024-02-11,São Paulo,Notebook HP,3200.0,3,Cliente_14450,9600.0,Presencial,Sudeste
61031,61032,2024-09-22,São Paulo,Notebook Dell,3500.0,2,Cliente_16609,7000.0,Presencial,Sudeste
61033,61034,2023-05-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7929,2200.0,Presencial,Sudeste
61043,61044,2023-02-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_21774,250.0,Presencial,Sudeste
61045,61046,2023-03-24,São Paulo,Mouse Gamer,120.0,1,Cliente_16929,120.0,Presencial,Sudeste
61054,61055,2023-03-04,São Paulo,Mouse Gamer,120.0,10,Cliente_17700,1200.0,Presencial,Sudeste
61055,61056,2023-02-12,São Paulo,Notebook HP,3200.0,1,Cliente_7724,3200.0,Presencial,Sudeste
61077,61078,2024-10-06,São Paulo,Notebook HP,3200.0,1,Cliente_7240,3200.0,Presencial,Sudeste
61084,61085,2024-12-05,São Paulo,iPhone 14,5500.0,1,Cliente_17247,5500.0,Presencial,Sudeste
61092,61093,2024-01-31,São Paulo,Cabo HDMI,40.0,1,Cliente_547,40.0,Presencial,Sudeste
61103,61104,2024-12-18,São Paulo,Notebook Dell,3500.0,1,Cliente_7107,3500.0,Presencial,Sudeste
61104,61105,2024-11-22,São Paulo,"Monitor 27""",1200.0,2,Cliente_19677,2400.0,Presencial,Sudeste
61111,61112,2024-11-25,São Paulo,Smartphone Samsung,2200.0,5,Cliente_15839,11000.0,Presencial,Sudeste
61117,61118,2023-06-06,São Paulo,Notebook Dell,3500.0,1,Cliente_8571,3500.0,Presencial,Sudeste
61134,61135,2023-03-24,São Paulo,Notebook HP,3200.0,1,Cliente_18024,3200.0,Presencial,Sudeste
61150,61151,2024-07-09,São Paulo,Cabo HDMI,40.0,1,Cliente_5357,40.0,Presencial,Sudeste
61167,61168,2023-10-08,São Paulo,Teclado Mecânico,250.0,2,Cliente_203,500.0,Presencial,Sudeste
61173,61174,2023-01-30,São Paulo,Notebook Dell,3500.0,2,Cliente_17944,7000.0,Presencial,Sudeste
61176,61177,2024-09-17,São Paulo,Cabo HDMI,40.0,1,Cliente_11384,40.0,Presencial,Sudeste
61184,61185,2024-03-25,São Paulo,Notebook Dell,3500.0,3,Cliente_247,10500.0,Presencial,Sudeste
61189,61190,2024-01-19,São Paulo,iPhone 14,5500.0,3,Cliente_18060,16500.0,Presencial,Sudeste
61210,61211,2023-07-30,São Paulo,Teclado Mecânico,250.0,1,Cliente_1556,250.0,Presencial,Sudeste
61211,61212,2024-08-02,São Paulo,Notebook Dell,3500.0,1,Cliente_17045,3500.0,Presencial,Sudeste
61215,61216,2024-01-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20967,2200.0,Presencial,Sudeste
61229,61230,2024-11-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1354,2200.0,Presencial,Sudeste
61230,61231,2024-07-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3133,2200.0,Presencial,Sudeste
61231,61232,2024-06-13,São Paulo,iPhone 14,5500.0,1,Cliente_4266,5500.0,Presencial,Sudeste
61236,61237,2024-02-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_29416,250.0,Presencial,Sudeste
61238,61239,2024-09-03,São Paulo,Notebook HP,3200.0,5,Cliente_2741,16000.0,Presencial,Sudeste
61240,61241,2023-10-23,São Paulo,Cabo HDMI,40.0,1,Cliente_24763,40.0,Presencial,Sudeste
61252,61253,2023-12-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_5666,250.0,Presencial,Sudeste
61254,61255,2023-09-14,São Paulo,Notebook HP,3200.0,1,Cliente_14339,3200.0,Presencial,Sudeste
61257,61258,2024-04-01,São Paulo,Mouse Gamer,120.0,3,Cliente_6593,360.0,Presencial,Sudeste
61258,61259,2023-09-11,São Paulo,Cabo HDMI,40.0,2,Cliente_16354,80.0,Presencial,Sudeste
61262,61263,2024-07-27,São Paulo,iPhone 14,5500.0,1,Cliente_12652,5500.0,Presencial,Sudeste
61264,61265,2024-04-25,São Paulo,iPhone 14,5500.0,3,Cliente_18185,16500.0,Presencial,Sudeste
61265,61266,2024-07-16,São Paulo,iPhone 14,5500.0,1,Cliente_25588,5500.0,Presencial,Sudeste
61270,61271,2023-03-05,São Paulo,Mouse Gamer,120.0,1,Cliente_18377,120.0,Presencial,Sudeste
61281,61282,2023-10-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_19956,1200.0,Presencial,Sudeste
61285,61286,2023-10-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_5072,250.0,Presencial,Sudeste
61290,61291,2023-09-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_19601,250.0,Presencial,Sudeste
61294,61295,2023-05-26,São Paulo,Mouse Gamer,120.0,2,Cliente_19707,240.0,Presencial,Sudeste
61300,61301,2023-12-25,São Paulo,Notebook Dell,3500.0,1,Cliente_6197,3500.0,Presencial,Sudeste
61306,61307,2023-08-30,São Paulo,Cabo HDMI,40.0,1,Cliente_20097,40.0,Presencial,Sudeste
61316,61317,2024-03-04,São Paulo,iPhone 14,5500.0,1,Cliente_14822,5500.0,Presencial,Sudeste
61322,61323,2024-07-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28311,2200.0,Presencial,Sudeste
61323,61324,2024-10-24,São Paulo,Mouse Gamer,120.0,1,Cliente_4241,120.0,Presencial,Sudeste
61325,61326,2023-09-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11475,2200.0,Presencial,Sudeste
61349,61350,2024-11-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_18247,2200.0,Presencial,Sudeste
61365,61366,2023-02-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_2439,1200.0,Presencial,Sudeste
61373,61374,2024-02-15,São Paulo,Notebook HP,3200.0,1,Cliente_2031,3200.0,Presencial,Sudeste
61374,61375,2024-07-04,São Paulo,Cabo HDMI,40.0,1,Cliente_28537,40.0,Presencial,Sudeste
61376,61377,2024-06-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7334,2200.0,Presencial,Sudeste
61385,61386,2023-04-11,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18844,4400.0,Presencial,Sudeste
61387,61388,2023-07-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_16917,1200.0,Presencial,Sudeste
61396,61397,2024-05-20,São Paulo,Notebook HP,3200.0,1,Cliente_21141,3200.0,Presencial,Sudeste
61419,61420,2023-09-10,São Paulo,Cabo HDMI,40.0,1,Cliente_23162,40.0,Presencial,Sudeste
61420,61421,2024-11-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_23648,1200.0,Presencial,Sudeste
61445,61446,2023-07-30,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26280,2200.0,Presencial,Sudeste
61458,61459,2024-01-08,São Paulo,Mouse Gamer,120.0,1,Cliente_21559,120.0,Presencial,Sudeste
61461,61462,2023-09-12,São Paulo,Notebook HP,3200.0,1,Cliente_22337,3200.0,Presencial,Sudeste
61463,61464,2023-03-18,São Paulo,Mouse Gamer,120.0,1,Cliente_4979,120.0,Presencial,Sudeste
61470,61471,2023-01-29,São Paulo,Cabo HDMI,40.0,3,Cliente_7852,120.0,Presencial,Sudeste
61472,61473,2023-01-30,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1925,2200.0,Presencial,Sudeste
61474,61475,2023-06-11,São Paulo,Mouse Gamer,120.0,1,Cliente_13444,120.0,Presencial,Sudeste
61494,61495,2023-08-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_20411,250.0,Presencial,Sudeste
61498,61499,2024-11-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_20380,1200.0,Presencial,Sudeste
61500,61501,2024-11-01,São Paulo,"Monitor 27""",1200.0,1,Cliente_11240,1200.0,Presencial,Sudeste
61511,61512,2024-01-02,São Paulo,Cabo HDMI,40.0,1,Cliente_10173,40.0,Presencial,Sudeste
61517,61518,2023-04-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26303,2200.0,Presencial,Sudeste
61529,61530,2024-01-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15088,2200.0,Presencial,Sudeste
61531,61532,2023-04-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26756,2200.0,Presencial,Sudeste
61534,61535,2024-03-28,São Paulo,Cabo HDMI,40.0,1,Cliente_4083,40.0,Presencial,Sudeste
61538,61539,2024-01-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25186,2200.0,Presencial,Sudeste
61552,61553,2024-07-10,São Paulo,Notebook Dell,3500.0,1,Cliente_4745,3500.0,Presencial,Sudeste
61554,61555,2023-12-27,São Paulo,Teclado Mecânico,250.0,1,Cliente_25219,250.0,Presencial,Sudeste
61559,61560,2024-02-06,São Paulo,"Monitor 27""",1200.0,5,Cliente_20250,6000.0,Presencial,Sudeste
61571,61572,2024-03-20,São Paulo,iPhone 14,5500.0,2,Cliente_13935,11000.0,Presencial,Sudeste
61574,61575,2024-05-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_26121,250.0,Presencial,Sudeste
61576,61577,2024-07-16,São Paulo,Notebook HP,3200.0,1,Cliente_11036,3200.0,Presencial,Sudeste
61583,61584,2024-08-01,São Paulo,Cabo HDMI,40.0,1,Cliente_27510,40.0,Presencial,Sudeste
61598,61599,2023-08-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_2027,1200.0,Presencial,Sudeste
61605,61606,2023-06-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_5644,250.0,Presencial,Sudeste
61608,61609,2024-07-05,São Paulo,iPhone 14,5500.0,1,Cliente_19718,5500.0,Presencial,Sudeste
61613,61614,2024-05-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_8094,1200.0,Presencial,Sudeste
61615,61616,2024-11-05,São Paulo,Smartphone Samsung,2200.0,3,Cliente_24321,6600.0,Presencial,Sudeste
61619,61620,2023-05-12,São Paulo,"Monitor 27""",1200.0,2,Cliente_22609,2400.0,Presencial,Sudeste
61631,61632,2024-05-20,São Paulo,Notebook Dell,3500.0,3,Cliente_10594,10500.0,Presencial,Sudeste
61641,61642,2024-09-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26244,2200.0,Presencial,Sudeste
61645,61646,2023-12-31,São Paulo,Notebook Dell,3500.0,1,Cliente_7192,3500.0,Presencial,Sudeste
61648,61649,2024-06-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_10072,1200.0,Presencial,Sudeste
61660,61661,2024-09-01,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7469,2200.0,Presencial,Sudeste
61663,61664,2024-07-03,São Paulo,Mouse Gamer,120.0,1,Cliente_22630,120.0,Presencial,Sudeste
61664,61665,2023-03-19,São Paulo,Notebook Dell,3500.0,1,Cliente_13946,3500.0,Presencial,Sudeste
61665,61666,2023-07-21,São Paulo,Mouse Gamer,120.0,1,Cliente_11214,120.0,Presencial,Sudeste
61673,61674,2024-05-27,São Paulo,Mouse Gamer,120.0,1,Cliente_14982,120.0,Presencial,Sudeste
61696,61697,2023-11-15,São Paulo,iPhone 14,5500.0,2,Cliente_28634,11000.0,Presencial,Sudeste
61698,61699,2024-11-28,São Paulo,Cabo HDMI,40.0,1,Cliente_22231,40.0,Presencial,Sudeste
61736,61737,2024-09-01,São Paulo,"Monitor 27""",1200.0,2,Cliente_6355,2400.0,Presencial,Sudeste
61743,61744,2024-11-02,São Paulo,Cabo HDMI,40.0,10,Cliente_22346,400.0,Presencial,Sudeste
61750,61751,2024-12-20,São Paulo,iPhone 14,5500.0,1,Cliente_25103,5500.0,Presencial,Sudeste
61754,61755,2023-12-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_4671,1200.0,Presencial,Sudeste
61764,61765,2024-12-19,São Paulo,Mouse Gamer,120.0,2,Cliente_16690,240.0,Presencial,Sudeste
61771,61772,2024-11-05,São Paulo,Mouse Gamer,120.0,1,Cliente_21981,120.0,Presencial,Sudeste
61774,61775,2023-04-24,São Paulo,Notebook Dell,3500.0,1,Cliente_26063,3500.0,Presencial,Sudeste
61775,61776,2023-11-20,São Paulo,iPhone 14,5500.0,1,Cliente_23482,5500.0,Presencial,Sudeste
61783,61784,2024-08-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_10365,250.0,Presencial,Sudeste
61792,61793,2024-10-08,São Paulo,Notebook HP,3200.0,1,Cliente_19249,3200.0,Presencial,Sudeste
61800,61801,2024-02-29,São Paulo,Notebook Dell,3500.0,1,Cliente_19861,3500.0,Presencial,Sudeste
61814,61815,2024-04-30,São Paulo,iPhone 14,5500.0,1,Cliente_4125,5500.0,Presencial,Sudeste
61815,61816,2024-08-15,São Paulo,Notebook HP,3200.0,1,Cliente_18637,3200.0,Presencial,Sudeste
61817,61818,2023-06-19,São Paulo,Notebook HP,3200.0,1,Cliente_16400,3200.0,Presencial,Sudeste
61818,61819,2023-03-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_11468,1200.0,Presencial,Sudeste
61825,61826,2023-01-19,São Paulo,Notebook Dell,3500.0,1,Cliente_7286,3500.0,Presencial,Sudeste
61828,61829,2024-09-19,São Paulo,Mouse Gamer,120.0,1,Cliente_3303,120.0,Presencial,Sudeste
61835,61836,2023-06-01,São Paulo,Notebook Dell,3500.0,1,Cliente_14987,3500.0,Presencial,Sudeste
61842,61843,2024-05-30,São Paulo,Cabo HDMI,40.0,1,Cliente_1358,40.0,Presencial,Sudeste
61859,61860,2024-08-24,São Paulo,Cabo HDMI,40.0,1,Cliente_27976,40.0,Presencial,Sudeste
61862,61863,2023-07-06,São Paulo,Mouse Gamer,120.0,1,Cliente_29152,120.0,Presencial,Sudeste
61868,61869,2024-12-24,São Paulo,Mouse Gamer,120.0,1,Cliente_25060,120.0,Presencial,Sudeste
61881,61882,2024-05-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_8760,250.0,Presencial,Sudeste
61899,61900,2024-11-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6608,120.0,Presencial,Sudeste
61914,61915,2024-06-28,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15574,2200.0,Presencial,Sudeste
61918,61919,2023-11-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_29299,1200.0,Presencial,Sudeste
61921,61922,2024-02-10,São Paulo,Mouse Gamer,120.0,1,Cliente_19799,120.0,Presencial,Sudeste
61925,61926,2024-04-22,São Paulo,Mouse Gamer,120.0,1,Cliente_10337,120.0,Presencial,Sudeste
61940,61941,2024-11-15,São Paulo,iPhone 14,5500.0,1,Cliente_24686,5500.0,Presencial,Sudeste
61946,61947,2023-05-20,São Paulo,iPhone 14,5500.0,1,Cliente_22776,5500.0,Presencial,Sudeste
61948,61949,2023-01-24,São Paulo,Notebook Dell,3500.0,1,Cliente_3965,3500.0,Presencial,Sudeste
61950,61951,2024-07-17,São Paulo,Notebook HP,3200.0,2,Cliente_21941,6400.0,Presencial,Sudeste
61960,61961,2023-04-03,São Paulo,Smartphone Samsung,2200.0,2,Cliente_11440,4400.0,Presencial,Sudeste
61977,61978,2024-12-18,São Paulo,Cabo HDMI,40.0,1,Cliente_727,40.0,Presencial,Sudeste
61985,61986,2024-05-15,São Paulo,iPhone 14,5500.0,2,Cliente_18703,11000.0,Presencial,Sudeste
61989,61990,2024-07-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14334,2200.0,Presencial,Sudeste
61998,61999,2023-05-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_23521,250.0,Presencial,Sudeste
62003,62004,2024-01-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_20160,250.0,Presencial,Sudeste
62015,62016,2023-04-23,São Paulo,"Monitor 27""",1200.0,1,Cliente_29341,1200.0,Presencial,Sudeste
62017,62018,2023-12-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_21917,1200.0,Presencial,Sudeste
62041,62042,2023-09-27,São Paulo,Notebook Dell,3500.0,2,Cliente_18808,7000.0,Presencial,Sudeste
62046,62047,2024-11-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14074,2200.0,Presencial,Sudeste
62050,62051,2024-07-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11505,2200.0,Presencial,Sudeste
62052,62053,2023-07-18,São Paulo,Teclado Mecânico,250.0,1,Cliente_12625,250.0,Presencial,Sudeste
62076,62077,2023-06-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_28825,250.0,Presencial,Sudeste
62082,62083,2023-03-30,São Paulo,"Monitor 27""",1200.0,2,Cliente_7578,2400.0,Presencial,Sudeste
